source,destination,distance_in_km,time_of_day,traffic_level,weather,route_risk,delay_probability,risk_level,time_delay
Ghaziabad,Delhi,20,Night,Low,Rain,9.857772454,0.111530312,Medium,9.6056692
Faridabad,Delhi,20,Afternoon,High,Storm,0.973830386,0.65873422,Low,6.905241068
Ghaziabad,Delhi,20,Night,High,Clear,9.996464676,0.73574099,Medium,7.720881611
Mathura,Noida,18,Night,High,Clear,6.320519885,0.999962514,Medium,5.988315691
Delhi,Mathura,20,Evening,Low,Clear,9.096197293,0.999948484,Medium,1.21252369
Faridabad,Ghaziabad,22,Morning,High,Rain,9.872302412,0.982795448,Medium,7.00654792
Delhi,Meerut,20,Night,High,Clear,2.867266721,0.217108069,Low,9.672089515
Gurugram,Ghaziabad,32,Afternoon,Low,Clear,2.939367926,0.302636485,Low,2.733401835
Noida,Meerut,18,Evening,Low,Storm,7.209152184,0.997526203,Medium,9.758091774
Noida,Faridabad,18,Evening,Low,Storm,9.662261813,0.226694157,Low,5.582779629
Gurugram,Meerut,32,Afternoon,Low,Clear,9.711407295,0.712885181,Medium,9.500836665
Meerut,Faridabad,28,Afternoon,High,Clear,9.029425168,0.915139504,Medium,1.269352456
Sonipat,Delhi,20,Night,Medium,Clear,2.211127931,0.268751763,Low,9.700912754
Mathura,Gurugram,32,Evening,Medium,Clear,9.999739663,0.246266034,Medium,5.668146119
Ghaziabad,Gurugram,32,Morning,Medium,Clear,9.999991941,0.999980664,Medium,9.642012451
Delhi,Meerut,20,Morning,Low,Storm,2.226622952,0.01750989,Low,3.486688318
Sonipat,Meerut,70,Evening,Low,Clear,8.763294008,0.445840855,Medium,9.038813195
Mathura,Ghaziabad,22,Evening,High,Rain,7.995203029,0.141101184,Medium,9.453635168
Delhi,Gurugram,20,Morning,Low,Clear,8.219191979,0.598163005,Low,1.012144069
Mathura,Noida,18,Morning,Low,Clear,9.876575827,0.989471965,Medium,8.234849082
Meerut,Delhi,20,Evening,Medium,Storm,9.508048073,0.689712736,Medium,0.797347737
Noida,Ghaziabad,18,Evening,High,Clear,4.736573786,0.989478038,Low,0.211448197
Sonipat,Mathura,160,Night,Medium,Clear,9.270589387,0.988401798,Medium,9.336606893
Gurugram,Meerut,32,Afternoon,Medium,Storm,9.99957039,0.307954814,Medium,8.146462918
Ghaziabad,Noida,18,Evening,High,Storm,9.998885134,0.776008789,Medium,9.96449516
Sonipat,Gurugram,32,Night,Medium,Rain,3.873634741,0.201870228,Medium,2.862542237
Delhi,Gurugram,20,Afternoon,High,Clear,8.114520347,0.977422662,Medium,6.657844751
Gurugram,Mathura,32,Evening,High,Storm,9.971345834,0.940856784,High,7.881333756
Faridabad,Gurugram,32,Morning,High,Clear,8.717869926,0.233791093,Low,3.836419175
Faridabad,Noida,18,Night,High,Clear,8.17962062,0.997663614,Medium,9.639596566
Ghaziabad,Faridabad,22,Night,High,Clear,9.999949947,0.924413703,Medium,8.156920097
Meerut,Sonipat,70,Morning,Medium,Storm,9.893269598,0.858068608,High,8.989207423
Faridabad,Sonipat,28,Evening,Low,Rain,9.938870244,0.758518918,Medium,1.008663919
Sonipat,Delhi,20,Night,Medium,Storm,4.169422457,0.934471732,Medium,0.027311041
Gurugram,Delhi,20,Evening,Low,Storm,9.678853293,0.962033225,Medium,4.983408531
Sonipat,Mathura,160,Afternoon,Medium,Storm,7.002983363,0.901044725,Medium,0.183603929
Gurugram,Sonipat,32,Afternoon,High,Clear,6.095052104,0.984986024,Medium,1.932868963
Meerut,Gurugram,32,Morning,High,Clear,1.029337309,0.340769662,Low,8.805556945
Mathura,Ghaziabad,22,Morning,Low,Rain,9.822743084,0.434586878,Medium,0.815428239
Meerut,Delhi,20,Night,Medium,Storm,5.813283466,0.831836448,Medium,3.731759014
Delhi,Faridabad,20,Afternoon,Medium,Storm,9.654906804,0.847858062,Medium,5.05276775
Mathura,Delhi,20,Afternoon,Low,Storm,8.643963325,0.833876026,Medium,8.637182471
Delhi,Ghaziabad,20,Afternoon,Low,Clear,4.864408996,0.8799345,Low,0.014667868
Mathura,Delhi,20,Evening,Low,Storm,9.49881482,0.929169112,Medium,8.358288073
Noida,Meerut,18,Night,Medium,Clear,4.831826584,0.023428041,Low,8.006209589
Faridabad,Ghaziabad,22,Morning,Medium,Clear,9.278020446,0.589154761,Medium,1.786715352
Faridabad,Meerut,28,Evening,Low,Rain,3.251197798,0.9481303,Medium,9.72425647
Meerut,Gurugram,32,Evening,Low,Rain,0.096727666,0.966969991,Medium,1.362765528
Delhi,Faridabad,20,Evening,High,Storm,8.19308993,0.331723476,Low,3.760380869
Ghaziabad,Gurugram,32,Evening,Medium,Rain,9.07858052,0.991460214,Medium,1.967132073
Mathura,Noida,18,Evening,Low,Rain,3.411242427,0.270964733,Low,8.843428139
Meerut,Mathura,70,Evening,High,Clear,9.469481055,0.627596417,Medium,7.907563209
Faridabad,Noida,18,Morning,Medium,Storm,9.399381431,0.139152656,Medium,5.103190805
Ghaziabad,Noida,18,Night,High,Clear,0.649039145,0.646760511,Low,0.695732967
Delhi,Faridabad,20,Afternoon,High,Clear,9.998766075,0.606133166,Medium,2.108999587
Delhi,Meerut,20,Evening,High,Storm,6.184963661,0.929692448,Medium,2.823846644
Gurugram,Faridabad,32,Afternoon,Medium,Rain,9.677198395,0.376859354,Medium,9.742994167
Meerut,Delhi,20,Night,Low,Rain,9.153372243,0.999809986,Medium,0.20812814
Meerut,Mathura,70,Evening,High,Storm,3.002288646,0.958249908,High,1.491183118
Ghaziabad,Sonipat,22,Morning,Low,Clear,7.241189678,0.634609711,Medium,3.436667499
Sonipat,Delhi,20,Night,Medium,Rain,9.997232043,0.994330169,Medium,4.176516246
Noida,Meerut,18,Night,High,Storm,9.541525274,0.672323526,Medium,5.676224458
Delhi,Noida,20,Morning,Low,Clear,9.999743348,0.632234222,Medium,9.933413555
Gurugram,Delhi,20,Afternoon,Medium,Clear,9.237792247,0.112361261,Medium,1.423934629
Ghaziabad,Sonipat,22,Night,High,Clear,5.005617061,0.998425873,Low,9.995925939
Faridabad,Noida,18,Night,Low,Rain,3.311487395,0.969417416,Medium,8.919397823
Delhi,Noida,20,Morning,Medium,Storm,0.947361402,0.997156437,Medium,4.554208461
Ghaziabad,Delhi,20,Morning,Medium,Rain,9.960254076,0.702374504,Medium,6.424709594
Ghaziabad,Faridabad,22,Afternoon,Low,Storm,3.890874861,0.360679514,Low,9.065072593
Mathura,Faridabad,28,Evening,Low,Storm,6.251723328,0.179435996,Low,4.026351834
Delhi,Meerut,20,Morning,Low,Clear,4.075077182,0.999972124,Low,9.691667476
Mathura,Meerut,70,Afternoon,Low,Storm,9.998668431,0.677946578,Medium,9.42462825
Mathura,Gurugram,32,Evening,Low,Clear,2.518345555,0.999921464,Low,9.928725472
Meerut,Delhi,20,Evening,Low,Rain,9.085873289,0.153147355,Medium,0.18659375
Sonipat,Delhi,20,Night,High,Storm,9.957822956,0.958489266,High,9.350181596
Mathura,Noida,18,Evening,Low,Storm,9.863637627,0.835283034,Medium,5.120532759
Faridabad,Gurugram,32,Evening,Low,Clear,9.952820566,0.310273819,Low,0.393931358
Noida,Meerut,18,Afternoon,Medium,Storm,4.819190409,0.885228899,Medium,1.573337541
Gurugram,Faridabad,32,Morning,High,Storm,8.478315549,0.468233219,Low,7.645378144
Ghaziabad,Faridabad,22,Afternoon,Medium,Storm,6.914264801,0.853849301,Medium,3.451014824
Sonipat,Delhi,20,Night,High,Rain,6.832994996,0.662953051,Medium,1.143304368
Meerut,Noida,18,Afternoon,Medium,Storm,6.839963556,0.989184346,Medium,8.682397821
Sonipat,Gurugram,32,Night,Low,Storm,4.811311627,0.548521713,Low,0.476502858
Sonipat,Meerut,70,Evening,High,Storm,0.068848909,0.99833061,High,1.912962293
Faridabad,Ghaziabad,22,Afternoon,Medium,Rain,7.790316003,0.606587296,Medium,7.908764307
Sonipat,Meerut,70,Night,Low,Storm,7.644546298,0.372436091,Medium,3.546253276
Meerut,Mathura,70,Night,Low,Storm,1.513054241,0.872453703,Medium,1.974882653
Mathura,Delhi,20,Night,Medium,Rain,9.73978082,0.830110738,Medium,9.029702214
Delhi,Faridabad,20,Evening,High,Storm,7.666189927,0.978129293,Medium,7.723250058
Mathura,Gurugram,32,Afternoon,High,Clear,9.989780142,0.804162589,Medium,5.82662672
Sonipat,Ghaziabad,22,Night,Low,Storm,8.929092684,0.179033684,Low,3.355275781
Gurugram,Ghaziabad,32,Afternoon,Medium,Storm,9.933857597,0.97637801,Medium,9.84949771
Faridabad,Mathura,28,Evening,High,Storm,9.812204278,0.917322832,High,7.576690961
Ghaziabad,Faridabad,22,Night,High,Storm,5.346759975,0.943308212,Low,9.835712054
Sonipat,Delhi,20,Afternoon,Medium,Storm,9.792277812,0.429534245,Medium,2.035773436
Gurugram,Faridabad,32,Night,Low,Rain,6.099611732,0.164770413,Medium,7.17357261
Faridabad,Sonipat,28,Evening,Low,Storm,9.991255443,0.999875879,Medium,1.253855138
Mathura,Noida,18,Morning,Medium,Storm,4.021796998,0.991222001,Medium,3.268715462
Ghaziabad,Meerut,22,Morning,Low,Storm,2.309466871,0.999893484,Low,1.053382447
Ghaziabad,Noida,18,Afternoon,High,Clear,9.999996042,0.999999975,Medium,6.943550717
Sonipat,Faridabad,28,Morning,Low,Storm,9.236941147,0.999999942,Medium,1.362278483
Meerut,Noida,18,Evening,Medium,Storm,7.858562922,0.814318474,Medium,9.997787196
Gurugram,Noida,18,Afternoon,High,Clear,5.36820913,0.235676331,Low,9.603630658
Ghaziabad,Noida,18,Night,Medium,Storm,7.490303444,0.986983733,Medium,1.677848974
Noida,Delhi,20,Night,Low,Storm,8.524233464,0.755145003,Medium,2.683011688
Ghaziabad,Meerut,22,Afternoon,Low,Storm,9.894375254,0.957110758,Medium,2.590484874
Delhi,Meerut,20,Night,Medium,Storm,9.732950322,0.998954428,Medium,0.616433384
Meerut,Ghaziabad,22,Morning,High,Storm,6.904946847,0.54258242,Low,4.006181247
Faridabad,Noida,18,Evening,High,Storm,9.894676605,0.843155335,Medium,9.406437568
Noida,Mathura,18,Evening,High,Clear,2.417432729,0.999338254,Low,9.887724345
Mathura,Delhi,20,Afternoon,Low,Storm,0.198991662,0.023942035,Low,6.871970583
Gurugram,Delhi,20,Afternoon,Low,Storm,9.986758599,0.065571446,Low,0.821374134
Noida,Faridabad,18,Afternoon,Medium,Storm,9.610965815,0.999982425,Medium,9.33859077
Delhi,Ghaziabad,20,Morning,High,Clear,6.898271484,0.239053755,Low,9.724427227
Mathura,Gurugram,32,Afternoon,High,Clear,0.220167149,0.542973945,Low,9.998453897
Mathura,Delhi,20,Morning,Low,Rain,3.605441849,0.811639401,Medium,1.929474678
Mathura,Ghaziabad,22,Night,High,Clear,7.158772177,0.999999225,Medium,5.178504785
Faridabad,Delhi,20,Afternoon,High,Storm,9.727259628,0.766277495,Medium,9.115936363
Mathura,Noida,18,Afternoon,Low,Rain,9.180236046,0.994594919,Medium,9.994804309
Gurugram,Meerut,32,Morning,Low,Storm,4.761548561,0.748760514,Low,9.083567683
Faridabad,Delhi,20,Afternoon,High,Rain,4.631486405,0.999999965,Medium,3.291132122
Noida,Ghaziabad,18,Morning,Low,Storm,5.672937826,0.00925518,Low,2.801844044
Faridabad,Ghaziabad,22,Evening,High,Rain,9.913625344,0.544154947,Medium,1.945935822
Sonipat,Gurugram,32,Night,High,Clear,4.681500103,0.950473924,Low,8.41635076
Faridabad,Delhi,20,Night,Low,Rain,5.155081839,0.870933163,Medium,1.152632815
Gurugram,Faridabad,32,Evening,Medium,Clear,8.255693667,0.777297522,Medium,1.087504542
Meerut,Mathura,70,Evening,Medium,Clear,9.416709261,0.988334463,Medium,0.892941552
Delhi,Mathura,20,Morning,Low,Clear,2.192682557,0.12153775,Low,1.580539011
Mathura,Meerut,70,Evening,Low,Storm,9.994865049,0.999984275,High,0.293762594
Faridabad,Delhi,20,Night,High,Clear,3.961965968,0.999974533,Low,4.192358036
Sonipat,Ghaziabad,22,Afternoon,Low,Rain,0.637752713,0.645287469,Medium,9.550144932
Noida,Faridabad,18,Night,High,Clear,5.76629954,0.910940702,Low,9.972856481
Delhi,Meerut,20,Afternoon,High,Rain,7.269516488,0.914048172,Medium,9.004236899
Ghaziabad,Noida,18,Morning,Low,Storm,8.807220783,0.998988081,Medium,9.940463727
Meerut,Sonipat,70,Night,Low,Storm,7.785991867,0.491924695,Medium,0.06706755
Mathura,Delhi,20,Morning,High,Storm,9.992643482,0.915731915,High,9.993181061
Noida,Delhi,20,Morning,Medium,Rain,9.010311111,0.405114967,Medium,3.745101614
Ghaziabad,Meerut,22,Night,Low,Clear,1.195203816,0.646617782,Low,1.673371181
Faridabad,Meerut,28,Night,Medium,Rain,7.981678473,0.986310381,Medium,9.999673384
Ghaziabad,Gurugram,32,Afternoon,Medium,Storm,0.886495599,0.951597465,Medium,4.983757838
Faridabad,Delhi,20,Evening,Low,Rain,9.960428907,0.992198554,Medium,5.130268068
Noida,Delhi,20,Evening,Low,Storm,4.915894285,0.846134789,Low,9.999994237
Gurugram,Faridabad,32,Night,High,Clear,6.970177978,0.997701354,Medium,5.475171768
Faridabad,Mathura,28,Afternoon,Low,Clear,8.898613227,0.986278794,Medium,9.456098543
Ghaziabad,Mathura,22,Afternoon,Low,Clear,4.137808285,0.221200141,Low,4.726599863
Delhi,Sonipat,20,Afternoon,Medium,Storm,9.934673661,0.997577815,Medium,1.97346445
Sonipat,Ghaziabad,22,Morning,High,Clear,8.778700941,0.999246783,Medium,7.157369645
Sonipat,Faridabad,28,Night,Low,Rain,9.999791007,0.97865465,Medium,8.587508483
Sonipat,Mathura,160,Afternoon,High,Storm,1.845375755,0.039096634,Low,7.141153512
Mathura,Meerut,70,Night,High,Clear,9.976725005,0.914092075,High,1.759739153
Ghaziabad,Noida,18,Evening,Medium,Clear,9.534465531,0.808329271,Medium,0.028332772
Delhi,Meerut,20,Evening,Low,Rain,9.663872803,0.918886981,Medium,9.512187556
Sonipat,Noida,18,Evening,Medium,Clear,9.238729843,0.759225634,Medium,0.02004338
Meerut,Noida,18,Evening,Medium,Storm,5.384744265,0.999576825,Medium,2.013153168
Faridabad,Meerut,28,Morning,Low,Storm,9.254230441,0.894946664,Medium,4.826297374
Noida,Delhi,20,Morning,High,Rain,9.999978251,0.980310819,Medium,1.133824688
Delhi,Noida,20,Morning,Low,Clear,9.727345073,0.901339034,Medium,1.217861457
Meerut,Noida,18,Evening,High,Storm,6.506858562,0.995853022,Medium,1.049806306
Sonipat,Meerut,70,Evening,High,Rain,1.59790539,0.356649135,Medium,9.994581029
Meerut,Delhi,20,Afternoon,Low,Rain,4.373180522,0.816143324,Medium,9.817814454
Meerut,Faridabad,28,Morning,Low,Storm,0.638835923,0.336390558,Low,0.563489585
Faridabad,Mathura,28,Afternoon,Low,Clear,8.578611068,0.939953856,Medium,1.034387774
Delhi,Gurugram,20,Night,Low,Storm,6.071869941,0.953648787,Medium,2.830588005
Noida,Meerut,18,Afternoon,Low,Rain,2.769443356,0.995579038,Medium,6.53551794
Delhi,Noida,20,Afternoon,High,Storm,7.562625347,0.939766674,Medium,4.441674681
Ghaziabad,Noida,18,Morning,High,Rain,8.147636712,0.011767613,Medium,5.316124131
Delhi,Sonipat,20,Evening,Medium,Rain,9.999963651,0.16179724,Medium,5.188945867
Sonipat,Mathura,160,Morning,Medium,Storm,3.329277325,0.230558298,Medium,1.500529246
Mathura,Noida,18,Night,High,Clear,3.565535669,0.892087103,Low,8.774606677
Ghaziabad,Gurugram,32,Morning,High,Storm,4.199748768,0.687300541,Low,0.123940301
Noida,Sonipat,18,Morning,Medium,Storm,9.310512747,0.605425751,Medium,9.984126957
Sonipat,Gurugram,32,Afternoon,Low,Rain,9.580616311,0.219548303,Medium,3.678947256
Noida,Delhi,20,Night,Low,Storm,0.270174825,0.99984946,Low,8.930181129
Ghaziabad,Meerut,22,Afternoon,Low,Storm,9.998822576,0.999611461,Medium,5.886892973
Gurugram,Mathura,32,Morning,Medium,Clear,9.728644892,0.98863146,Medium,2.298965456
Mathura,Gurugram,32,Afternoon,High,Storm,0.784852386,0.895810127,Low,3.54313027
Noida,Gurugram,18,Morning,High,Storm,9.914529516,0.999999916,High,9.079162792
Faridabad,Gurugram,32,Evening,Low,Clear,1.132185456,0.9944974,Low,5.948838406
Sonipat,Delhi,20,Morning,Low,Rain,6.991594214,0.955523733,Medium,9.852241459
Delhi,Gurugram,20,Night,High,Storm,9.995751043,0.668656659,Medium,7.962612465
Noida,Mathura,18,Morning,Low,Clear,4.27754514,0.507538107,Low,1.904330582
Ghaziabad,Delhi,20,Morning,High,Clear,8.093317557,0.896288161,Medium,3.209917132
Ghaziabad,Gurugram,32,Morning,High,Storm,8.02978374,0.882215325,Medium,7.523147124
Gurugram,Faridabad,32,Morning,High,Rain,7.037702658,0.32877942,Medium,9.496506334
Gurugram,Ghaziabad,32,Night,Low,Storm,8.22435344,0.911637041,Medium,5.961119655
Delhi,Gurugram,20,Night,High,Rain,4.542378402,0.56352413,Low,7.128930134
Meerut,Ghaziabad,22,Evening,Low,Storm,9.829470785,0.92175734,Medium,1.234589771
Mathura,Meerut,70,Night,High,Storm,4.23160676,0.176314994,Low,1.843517072
Delhi,Sonipat,20,Morning,High,Storm,9.981310753,0.378302307,Low,9.779449225
Gurugram,Sonipat,32,Morning,Low,Rain,2.733925699,0.483758233,Low,3.972010581
Noida,Meerut,18,Afternoon,Medium,Storm,7.328525862,0.850649427,Medium,3.503225956
Mathura,Faridabad,28,Afternoon,High,Storm,9.772978599,0.645700432,Medium,1.946744841
Delhi,Sonipat,20,Afternoon,Low,Storm,7.781172127,0.439324219,Low,1.971724242
Meerut,Noida,18,Night,High,Rain,9.998986851,0.425195735,Medium,9.109510896
Mathura,Noida,18,Morning,High,Storm,7.765780341,0.839650203,Medium,9.800593364
Mathura,Sonipat,160,Afternoon,Medium,Clear,9.962903338,0.99622426,Medium,9.730034451
Noida,Gurugram,18,Afternoon,Medium,Rain,9.129745122,0.638231199,Medium,0.810341823
Noida,Sonipat,18,Night,Low,Clear,1.158388914,0.099421599,Low,8.89583729
Ghaziabad,Delhi,20,Afternoon,Low,Clear,6.877146152,0.998903685,Medium,6.159508917
Mathura,Meerut,70,Evening,Medium,Clear,9.999999931,0.059592137,Medium,1.361831763
Meerut,Delhi,20,Morning,Medium,Storm,9.688983388,0.932083964,Medium,5.901426059
Delhi,Mathura,20,Night,Low,Clear,4.152582432,0.964112208,Low,9.999829519
Ghaziabad,Gurugram,32,Morning,Low,Storm,8.351646891,0.996114637,Medium,6.242017937
Sonipat,Noida,18,Night,Low,Rain,9.998263632,0.999988817,Medium,0.764551022
Gurugram,Meerut,32,Afternoon,High,Storm,9.529303702,0.509989923,Low,0.237978903
Mathura,Meerut,70,Evening,Low,Clear,1.690129298,0.477885467,Low,9.846228245
Mathura,Delhi,20,Morning,High,Clear,9.998498737,0.980849041,Medium,4.455652332
Gurugram,Faridabad,32,Morning,Medium,Clear,9.824992061,0.812898238,Medium,9.276595472
Delhi,Gurugram,20,Afternoon,High,Storm,3.314299749,0.998353199,Low,9.692776543
Mathura,Gurugram,32,Evening,High,Storm,9.863446552,0.999976837,High,6.908364109
Faridabad,Ghaziabad,22,Morning,High,Clear,9.69220415,0.888395925,Medium,2.098589513
Meerut,Noida,18,Morning,Medium,Clear,0.045262575,0.999968433,Medium,9.693942631
Ghaziabad,Mathura,22,Afternoon,Low,Storm,9.996377803,0.527040564,Low,1.717630444
Sonipat,Meerut,70,Afternoon,High,Storm,4.641433679,0.041525305,Low,0.75756536
Sonipat,Faridabad,28,Night,Low,Rain,9.380128022,0.223767365,Medium,6.76596242
Ghaziabad,Noida,18,Morning,High,Clear,5.902955927,0.979267091,Low,7.169053657
Noida,Sonipat,18,Night,Medium,Storm,9.997459598,0.157094782,Medium,0.951680531
Faridabad,Ghaziabad,22,Night,High,Storm,9.999763998,0.630349917,Medium,6.405525713
Gurugram,Mathura,32,Night,Medium,Storm,9.36152837,0.996785525,Medium,8.081229703
Delhi,Gurugram,20,Evening,Low,Clear,9.999596322,1,Medium,8.874998989
Sonipat,Mathura,160,Afternoon,Medium,Clear,8.179469047,0.640188619,Medium,9.878510854
Noida,Mathura,18,Evening,Low,Clear,9.972732104,0.885802611,Medium,8.315344556
Mathura,Noida,18,Night,Low,Rain,9.34223377,0.580929169,Medium,8.382515541
Ghaziabad,Delhi,20,Afternoon,Medium,Clear,0.002597804,0.325668006,Low,9.910008757
Mathura,Gurugram,32,Morning,Medium,Clear,9.879782751,0.788987615,Medium,1.978466096
Meerut,Noida,18,Evening,High,Clear,6.756773563,0.524129078,Low,0.664004003
Meerut,Gurugram,32,Evening,High,Storm,9.043764232,0.988387708,High,9.99995064
Ghaziabad,Mathura,22,Night,High,Clear,9.987933301,0.989959282,Medium,1.508930232
Noida,Gurugram,18,Night,High,Rain,9.996904702,0.43886737,Medium,1.999839461
Meerut,Sonipat,70,Afternoon,Low,Rain,9.816935987,0.958464247,Medium,7.598841966
Sonipat,Mathura,160,Afternoon,High,Storm,1.546827314,0.975022552,High,9.996758187
Ghaziabad,Delhi,20,Night,High,Rain,9.905385319,0.562935666,Medium,9.866683914
Meerut,Ghaziabad,22,Morning,Medium,Rain,0.560659715,0.99855058,Medium,9.999635225
Mathura,Sonipat,160,Evening,Low,Clear,4.021905225,0.761546227,Medium,6.401068376
Sonipat,Mathura,160,Afternoon,Medium,Clear,0.431297039,0.674263316,Medium,9.999999454
Meerut,Mathura,70,Night,Low,Rain,5.034056734,0.452895473,Medium,7.04527543
Faridabad,Mathura,28,Afternoon,High,Clear,2.28644358,0.863165912,Low,9.853193516
Faridabad,Meerut,28,Morning,Low,Storm,9.260185357,0.819646835,Medium,9.939695424
Sonipat,Meerut,70,Night,Low,Clear,4.036037864,0.995142725,Medium,0.374379736
Sonipat,Ghaziabad,22,Night,Medium,Storm,7.953368151,0.896063964,Medium,1.634577079
Gurugram,Sonipat,32,Afternoon,Medium,Clear,9.120105774,0.413378152,Medium,8.455048941
Mathura,Gurugram,32,Night,High,Rain,9.990763632,0.923715372,Medium,7.358667739
Ghaziabad,Sonipat,22,Evening,Low,Storm,9.793326324,0.988522501,Medium,0.913125504
Mathura,Meerut,70,Morning,High,Storm,9.991526993,0.814060043,High,3.753071035
Faridabad,Delhi,20,Night,High,Clear,9.999545718,0.917230837,Medium,0.093577151
Noida,Sonipat,18,Night,Low,Storm,9.832497941,0.999979609,Medium,9.988501962
Noida,Mathura,18,Night,High,Clear,2.797105267,0.999971117,Low,9.978449637
Faridabad,Delhi,20,Evening,High,Storm,2.989399976,0.801977806,Low,9.705679684
Ghaziabad,Faridabad,22,Morning,Low,Storm,9.027589252,0.985321668,Medium,9.760904966
Ghaziabad,Faridabad,22,Morning,High,Storm,0.030371398,0.986472002,Low,9.632133305
Faridabad,Gurugram,32,Night,Low,Rain,9.285396515,0.00030221,Medium,2.056433703
Delhi,Gurugram,20,Evening,Low,Storm,0.568012193,0.019444969,Low,9.984580789
Meerut,Delhi,20,Afternoon,Low,Storm,5.462313985,0.288786362,Low,7.810058886
Mathura,Ghaziabad,22,Afternoon,Low,Clear,6.030337405,0.730977802,Medium,1.928777474
Sonipat,Meerut,70,Evening,Medium,Rain,2.625799418,0.319039918,Medium,9.215600256
Gurugram,Sonipat,32,Morning,Medium,Rain,5.006756113,0.996662102,Medium,4.585264578
